Geneid	Chr	Start	End	Strand	Length	hgnc_symbol	percentage_gc_content	transcript_start	transcript_end	transcript_biotype	strand	geneName	Chrom	geneStart	geneEnd
ENSG00000243514	chr17	70623370	70623763	+	394	RPL32P33	48.48	70623370	70623763	processed_pseudogene	1	RPL32P33	chr17	70623370	70623763
ENSG00000263893	chr17;chr17	70638870;70639840	70638968;70640152	+;+	412		46.92	70638870	70640152	processed_transcript	1	ENSG00000263893	chr17	70638870	70640629
ENSG00000133195	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	70642088;70644942;70645309;70708878;70721656;70732789;70814009;70817744;70819746;70833939;70845733;70943667;70989030;71027695;71068408;71069806;71080947;71084796;71085853;71087963;71088634	70643801;70645100;70645407;70709120;70721753;70732858;70814074;70818161;70820022;70834259;70845943;70944014;70989088;71027853;71068679;71069974;71080985;71084914;71085903;71088435;71088851	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5583	SLC39A11	45.91	70642088	71088832	protein_coding	-1	SLC39A11	chr17	71088851	70642088
ENSG00000200783	chr17	70659962	70660291	-	330	RN7SKP180	51.52	70659962	70660291	misc_RNA	-1	RN7SKP180	chr17	70660291	70659962
ENSG00000222545	chr17	70710522	70710610	-	89		35.96	70710522	70710610	miRNA	-1	ENSG00000222545	chr17	70710610	70710522
ENSG00000252274	chr17	70814975	70815111	-	137		31.39	70814975	70815111	snoRNA	-1	ENSG00000252274	chr17	70815111	70814975
ENSG00000264196	chr17;chr17	70835178;70835493	70835436;70835857	+;+	624		45.74	70835178	70835857	antisense	1	ENSG00000264196	chr17	70835178	70835857
ENSG00000266501	chr17	71064009	71064427	-	419		47.49	71064009	71064427	processed_pseudogene	-1	ENSG00000266501	chr17	71064427	71064009
ENSG00000265469	chr17	71159174	71159498	-	325	POLR3KP2	56	71159174	71159498	processed_pseudogene	-1	POLR3KP2	chr17	71159498	71159174
ENSG00000264860	chr17;chr17;chr17	71161116;71183978;71192646	71161427;71184166;71192732	+;+;+	588		48.17	71161116	71192732	processed_transcript	1	ENSG00000264860	chr17	71161116	71192732
ENSG00000180616	chr17;chr17;chr17	71161151;71164105;71165367	71161427;71164273;71167185	+;+;+	2265	SSTR2	50.65	71161151	71165450	processed_transcript	1	SSTR2	chr17	71161151	71167185
ENSG00000260248	chr17	71171622	71172772	+	1151		49.44	71171622	71172772	lincRNA	1	ENSG00000260248	chr17	71171622	71172772
ENSG00000166685	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	71189129;71192626;71193039;71193365;71196004;71196705;71197248;71199139;71199771;71201275;71202077;71202847;71203320	71189523;71192890;71193224;71193535;71196160;71196915;71198039;71199285;71199932;71201819;71202401;71203228;71204646	+;+;+;+;+;+;+;+;+;+;+;+;+	5065	COG1	48.53	71189129	71204646	protein_coding	1	COG1	chr17	71189129	71204646
ENSG00000133193	chr17;chr17;chr17;chr17;chr17;chr17;chr17	71203492;71208817;71223304;71223775;71223861;71228225;71232711	71205907;71208879;71223403;71223839;71223887;71228533;71232892	-;-;-;-;-;-;-	3162	FAM104A	43.89	71203492	71228506	protein_coding	-1	FAM104A	chr17	71232892	71203492
ENSG00000141219	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	71228372;71228668;71228776;71228868;71231615;71238383;71239035;71241307;71243380	71228628;71228768;71228856;71229464;71233134;71238490;71239142;71241483;71245091	+;+;+;+;+;+;+;+;+	4661	C17orf80	44.1	71228372	71241478	protein_coding	1	C17orf80	chr17	71228372	71245091
ENSG00000265010	chr17;chr17	71239232;71240632	71239338;71240845	+;+	321		44.73	71239232	71240845	sense_intronic	1	ENSG00000265010	chr17	71239232	71240845
ENSG00000187959	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	71244588;71245932;71247112;71248769;71250070;71253820;71257072;71257855;71258248	71244675;71246430;71247246;71248865;71250165;71253972;71257122;71258019;71258491	-;-;-;-;-;-;-;-;-	1528	CPSF4L	50.55	71244588	71258019	protein_coding	-1	CPSF4L	chr17	71258491	71244588
ENSG00000179604	chr17;chr17;chr17;chr17;chr17;chr17;chr17	71279763;71282853;71302837;71303322;71305894;71307020;71308032	71282751;71282992;71303223;71303453;71306337;71307651;71308314	-;-;-;-;-;-;-	5007	CDC42EP4	52.99	71279763	71308314	protein_coding	-1	CDC42EP4	chr17	71308314	71279763
ENSG00000069188	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	71330523;71344738;71346376;71346789;71348612;71353509;71357823;71361397;71364546;71365300;71375316;71375587;71377033;71380015;71381986;71382584;71383975;71386426;71387579;71389699;71390348;71391294;71394174;71394459;71395307;71397159;71397793;71398085;71410783;71411950;71415305;71418426;71419525;71420055;71426650;71427641;71429871;71431589;71433878;71434103;71436951;71443754;71452045;71468251;71500479;71503577;71640164	71335079;71344864;71346514;71346929;71348776;71354343;71357984;71361534;71364732;71365352;71375431;71375688;71377089;71380150;71382056;71382687;71384176;71386620;71387677;71389888;71390463;71391531;71394324;71394568;71395428;71397350;71397891;71398280;71410898;71412131;71415445;71418573;71419661;71420231;71426752;71427808;71429987;71431783;71433961;71434293;71437062;71443887;71452192;71468357;71500600;71503736;71640228	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11607	SDK2	52.3	71330523	71640228	protein_coding	-1	SDK2	chr17	71640228	71330523
ENSG00000264985	chr17;chr17	71509824;71512740	71509929;71514909	+;+	2276		52.28	71509824	71514909	antisense	1	ENSG00000264985	chr17	71509824	71514909
ENSG00000265780	chr17	71515985	71517546	+	1562		52.75	71515985	71517546	antisense	1	ENSG00000265780	chr17	71515985	71517546
ENSG00000264750	chr17;chr17	71637165;71639176	71637267;71639245	+;+	173		52.57	71637165	71639245	antisense	1	ENSG00000264750	chr17	71637165	71639245
ENSG00000265935	chr17;chr17	71658707;71659964	71659085;71659987	-;-	403		41.3	71658707	71659987	processed_transcript	-1	ENSG00000265935	chr17	71659987	71658707
ENSG00000263574	chr17;chr17;chr17;chr17;chr17;chr17	71733993;71739167;71746724;71747184;71751813;71752449	71734094;71739230;71746866;71747519;71752059;71752696	+;+;+;+;+;+	1140		52.8	71733993	71752696	lincRNA	1	ENSG00000263574	chr17	71733993	71752696
ENSG00000177338	chr17;chr17;chr17;chr17;chr17	71745409;71757074;71772337;71819827;71824587	71746873;71757165;71772896;71819972;71824659	-;-;-;-;-	2336	LINC00469	48.88	71746469	71824659	lincRNA	-1	LINC00469	chr17	71824659	71746469
ENSG00000234721	chr17;chr17;chr17;chr17;chr17;chr17;chr17	71782941;71786191;71786702;71787852;71790464;71795369;71796577	71783953;71786313;71786855;71787941;71790786;71795807;71796932	+;+;+;+;+;+;+	2498		47.54	71782941	71786855	lincRNA	1	ENSG00000234721	chr17	71782941	71796932
ENSG00000265927	chr17;chr17;chr17;chr17	71827711;71830458;71830906;71832086	71828102;71830575;71831349;71832158	-;-;-;-	1027		47.66	71827711	71832158	lincRNA	-1	ENSG00000265927	chr17	71832158	71827711
ENSG00000266765	chr17;chr17	71890888;71907893	71891181;71908017	-;-	419		47.72	71890888	71908017	lincRNA	-1	ENSG00000266765	chr17	71908017	71890888
ENSG00000266357	chr17;chr17;chr17;chr17;chr17;chr17;chr17	72039591;72060496;72087161;72103019;72108785;72113284;72150189	72039648;72060553;72087315;72103120;72109038;72113378;72150351	-;-;-;-;-;-;-	885		49.1	72039591	72109038	lincRNA	-1	ENSG00000266357	chr17	72150351	72039591
ENSG00000172809	chr17;chr17;chr17	72199721;72205326;72205943	72202422;72205600;72206794	+;+;+	3829	RPL38	48.98	72199721	72206019	protein_coding	1	RPL38	chr17	72199721	72206794
ENSG00000246731	chr17;chr17	72206119;72208663	72207821;72209481	-;-	2522		56.23	72206119	72209460	antisense	-1	ENSG00000246731	chr17	72209481	72206119
ENSG00000141540	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	72209653;72211755;72218624;72227027;72233433;72236939;72239513;72240116;72244097;72245463;72246075;72246404;72248008;72248373;72249220;72249894;72256268	72209855;72211851;72218796;72227138;72233653;72237110;72239608;72240212;72245219;72245538;72246167;72246869;72248153;72248515;72249405;72249972;72258155	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5371	TTYH2	54.47	72209653	72258155	protein_coding	1	TTYH2	chr17	72209653	72258155
ENSG00000264272	chr17;chr17	72253035;72257728	72253115;72258159	-;-	513		52.51	72253035	72258159	antisense	-1	ENSG00000264272	chr17	72258159	72253035
ENSG00000171595	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	72270386;72277651;72281179;72283116;72285733;72287159;72295857;72297185;72301358;72305392;72306156;72308142;72309983;72310728	72270484;72278139;72281340;72283237;72285875;72287272;72295996;72297307;72301581;72305527;72306302;72308369;72310410;72311023	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2851	DNAI2	50.42	72270386	72311023	protein_coding	1	DNAI2	chr17	72270386	72311023
ENSG00000266106	chr17;chr17	72303349;72305408	72303477;72305929	-;-	651		52.46	72303349	72305929	processed_transcript	-1	ENSG00000266106	chr17	72305929	72303349
ENSG00000252785	chr17	72303826	72303947	-	122		21.31	72303826	72303947	miRNA	-1	ENSG00000252785	chr17	72303947	72303826
ENSG00000196169	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	72322349;72324564;72338015;72338769;72339163;72340362;72340900;72342517;72343916;72344729;72346540;72346846;72348006;72348358;72348960;72349335;72349633;72350301;72350921;72351321	72322527;72325605;72338125;72338856;72339299;72340487;72341094;72342663;72344038;72345488;72346714;72347484;72348276;72348479;72349093;72349440;72349720;72350698;72351080;72351959	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5640	KIF19	57.06	72322349	72348465	protein_coding	1	KIF19	chr17	72322349	72351959
ENSG00000268626	chr17;chr17	72346906;72348005	72347043;72348271	-;-	405		57.69	72346906	72348271	protein_coding	-1	ENSG00000268626	chr17	72348271	72346906
ENSG00000204347	chr17;chr17;chr17	72352555;72356108;72357874	72353870;72356384;72358085	-;-;-	1805	BTBD17	58.45	72352555	72358085	protein_coding	-1	BTBD17	chr17	72358085	72352555
ENSG00000257008	chr17;chr17;chr17;chr17	72363546;72365607;72366660;72367868	72363933;72365773;72366818;72368761	+;+;+;+	1608	GPR142	59.32	72363546	72368761	nonsense_mediated_decay	1	GPR142	chr17	72363546	72368761
ENSG00000200021	chr17	72413733	72413843	-	111	RNA5SP448	54.05	72413733	72413843	rRNA	-1	RNA5SP448	chr17	72413843	72413733
ENSG00000170412	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	72420990;72427052;72429836;72435884;72439216;72441343;72444962;72445474;72447026	72421071;72428662;72429896;72436966;72440051;72443568;72445054;72446719;72447792	+;+;+;+;+;+;+;+;+	8005	GPRC5C	54.5	72420990	72436351	protein_coding	1	GPRC5C	chr17	72420990	72447792
ENSG00000167851	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	72462555;72463001;72466085;72469675;72470671;72473575;72477428;72480140	72462882;72463132;72466381;72470013;72470824;72473669;72477972;72480933	+;+;+;+;+;+;+;+	2684	CD300A	52.04	72462555	72480933	protein_coding	1	CD300A	chr17	72462555	72480933
ENSG00000178789	chr17;chr17;chr17;chr17	72517313;72519292;72521887;72527450	72519039;72519790;72522216;72527613	-;-;-;-	2720	CD300LB	51.6	72517313	72527605	protein_coding	-1	CD300LB	chr17	72527613	72517313
ENSG00000167850	chr17;chr17;chr17;chr17	72537247;72539000;72540748;72541861	72537875;72539126;72541086;72542282	-;-;-;-	1517	CD300C	58.6	72537247	72542282	protein_coding	-1	CD300C	chr17	72542282	72537247
ENSG00000236770	chr17;chr17;chr17;chr17	72545538;72546791;72547809;72548628	72545682;72546944;72548117;72548876	-;-;-;-	857		56.45	72545538	72548876	unprocessed_pseudogene	-1	ENSG00000236770	chr17	72548876	72545538
ENSG00000231027	chr17;chr17;chr17;chr17	72556855;72558993;72560137;72563431	72556977;72559036;72560418;72563482	-;-;-;-	501		51.51	72556855	72563482	unprocessed_pseudogene	-1	ENSG00000231027	chr17	72563482	72556855
ENSG00000204345	chr17;chr17;chr17;chr17	72575504;72578357;72584650;72588302	72576252;72578450;72584988;72588422	-;-;-;-	1303	CD300LD	45.64	72575504	72588422	protein_coding	-1	CD300LD	chr17	72588422	72575504
ENSG00000182352	chr17;chr17;chr17;chr17	72580818;72581057;72586641;72588123	72581053;72581128;72586884;72590348	+;+;+;+	2778	C17orf77	43.41	72580818	72588300	protein_coding	1	C17orf77	chr17	72580818	72590348
ENSG00000261222	chr17;chr17	72595979;72599876	72596087;72603368	+;+	3602		52.37	72595979	72600408	lincRNA	1	ENSG00000261222	chr17	72595979	72603368
ENSG00000186407	chr17;chr17;chr17;chr17;chr17	72606026;72610064;72613257;72615236;72619721	72608912;72610172;72613604;72615486;72619897	-;-;-;-;-	3772	CD300E	50.78	72606026	72619877	protein_coding	-1	CD300E	chr17	72619897	72606026
ENSG00000172794	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	72666717;72725395;72732737;72732959;72733356;72736907;72738393;72739268;72739427;72740447	72667797;72725505;72732870;72733256;72733504;72737017;72738434;72739334;72739479;72743474	+;+;+;+;+;+;+;+;+;+	5074	RAB37	49.21	72666717	72743473	protein_coding	1	RAB37	chr17	72666717	72743474
ENSG00000264659	chr17;chr17	72668851;72673488	72669121;72673739	-;-	523		43.83	72668851	72673739	antisense	-1	ENSG00000264659	chr17	72673739	72668851
ENSG00000186074	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	72690452;72691864;72692334;72694508;72694715;72699174;72700491;72701343;72708963	72691390;72691998;72692356;72694620;72694760;72699282;72700955;72701516;72709117	-;-;-;-;-;-;-;-;-	2159	CD300LF	48.68	72690456	72709117	protein_coding	-1	CD300LF	chr17	72709117	72690452
ENSG00000266036	chr17;chr17	72743458;72744712	72743682;72745051	-;-	565	MIR3615	62.99	72743458	72745051	antisense	-1	MIR3615	chr17	72745051	72743458
ENSG00000264624	chr17	72744752	72744838	+	87	MIR3615	73.56	72744752	72744838	miRNA	1	MIR3615	chr17	72744752	72744838
ENSG00000109062	chr17;chr17;chr17;chr17;chr17;chr17	72744791;72758142;72759169;72763075;72764286;72764607	72745426;72758312;72759659;72763115;72764375;72765492	+;+;+;+;+;+	2315	SLC9A3R1	56.2	72744791	72764721	protein_coding	1	SLC9A3R1	chr17	72744791	72765492
ENSG00000109065	chr17;chr17;chr17;chr17;chr17;chr17	72766686;72768099;72768812;72770005;72771499;72772406	72767997;72768715;72769827;72770238;72772267;72772506	-;-;-;-;-;-	4049	NAT9	54.06	72766686	72772470	protein_coding	-1	NAT9	chr17	72772506	72766686
ENSG00000109066	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	72772622;72773403;72773717;72781621;72784928;72786339;72787095;72791151;72791663;72815889;72832066	72772716;72773514;72773877;72781819;72785009;72786435;72787175;72791250;72791771;72815982;72835918	+;+;+;+;+;+;+;+;+;+;+	4983	TMEM104	54.36	72772638	72835891	protein_coding	1	TMEM104	chr17	72772622	72835918
ENSG00000161509	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	72838162;72840171;72842205;72842899;72843991;72845919;72846345;72846695;72855867;72856572;72857551	72839692;72840647;72842392;72843676;72844116;72846072;72846510;72851246;72855998;72856964;72857627	-;-;-;-;-;-;-;-;-;-;-	8574	GRIN2C	59.8	72838162	72855998	protein_coding	-1	GRIN2C	chr17	72857627	72838162
ENSG00000161513	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	72858619;72859198;72860018;72860602;72860946;72861841;72862253;72862568;72864353;72864668;72866073;72868161;72868323	72859069;72859368;72860469;72860686;72861071;72861942;72862366;72863127;72864596;72864876;72866225;72868258;72869156	-;-;-;-;-;-;-;-;-;-;-;-;-	3599	FDXR	58.11	72858619	72869138	nonsense_mediated_decay	-1	FDXR	chr17	72869156	72858619
ENSG00000172782	chr17;chr17;chr17;chr17;chr17;chr17	72873428;72875172;72877198;72878660;72888650;72889504	72874606;72875713;72877385;72879014;72888816;72889708	-;-;-;-;-;-	2636	FADS6	53.61	72873428	72889708	protein_coding	-1	FADS6	chr17	72889708	72873428
ENSG00000182040	chr17;chr17;chr17	72912176;72915549;72919005	72914171;72916766;72919351	-;-;-	3561	USH1G	61.04	72912176	72919351	protein_coding	-1	USH1G	chr17	72919351	72912176
ENSG00000183034	chr17;chr17;chr17;chr17;chr17;chr17	72920370;72920695;72921651;72923318;72926374;72929470	72920428;72921040;72921787;72924140;72927248;72930007	+;+;+;+;+;+	2778	OTOP2	54.02	72920370	72924140	retained_intron	1	OTOP2	chr17	72920370	72930007
ENSG00000182938	chr17;chr17;chr17;chr17;chr17;chr17;chr17	72931814;72937488;72937996;72939381;72939701;72942756;72945341	72932035;72937904;72938132;72939439;72939819;72943570;72946087	+;+;+;+;+;+;+	2516	OTOP3	53.61	72931814	72946087	nonsense_mediated_decay	1	OTOP3	chr17	72931814	72946087
ENSG00000167861	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	72946838;72948000;72948364;72949101;72949640;72950233;72951887;72954064;72954422;72955006;72955976;72956121;72957692;72958329;72959060;72963901;72968686;72968933;72969134	72947728;72948158;72948455;72949181;72949746;72951067;72952051;72954314;72954886;72955146;72956032;72956343;72958084;72958435;72960727;72964028;72968866;72969056;72969261	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6196	HID1	58.04	72946838	72951067	retained_intron	-1	HID1	chr17	72969261	72946838
ENSG00000263586	chr17;chr17;chr17	72966799;72970663;72971261	72966887;72970825;72971823	+;+;+	815		56.74	72966799	72971823	antisense	1	ENSG00000263586	chr17	72966799	72971823
ENSG00000109089	chr17;chr17;chr17;chr17;chr17	72983727;72995599;72997436;72998159;72999278	72984217;72995711;72997584;72998323;73001895	+;+;+;+;+	3536	CDR2L	53.8	72983727	73001895	protein_coding	1	CDR2L	chr17	72983727	73001895
ENSG00000167862	chr17;chr17;chr17;chr17;chr17;chr17;chr17	73008765;73013173;73014681;73015795;73016324;73016562;73017016	73008967;73013209;73014789;73015854;73016490;73016752;73017356	+;+;+;+;+;+;+	1108	ICT1	48.66	73008765	73017034	protein_coding	1	ICT1	chr17	73008765	73017356
ENSG00000252545	chr17	73027192	73027281	+	90	RNU6-362P	35.56	73027192	73027281	snRNA	1	RNU6-362P	chr17	73027192	73027281
ENSG00000180901	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	73028670;73030128;73031327;73036219;73043279;73044938;73045315;73049109;73055218;73058215;73059113	73029194;73030212;73031452;73036558;73043684;73045052;73045423;73049200;73055700;73058340;73061984	+;+;+;+;+;+;+;+;+;+;+	5279	KCTD2	49.14	73028670	73045379	processed_transcript	1	KCTD2	chr17	73028670	73061984
ENSG00000167863	chr17;chr17;chr17;chr17;chr17	73034958;73035304;73037527;73038624;73043020	73035158;73037293;73038372;73038756;73043080	-;-;-;-;-	3231	ATP5H	47.61	73034958	73037293	retained_intron	-1	ATP5H	chr17	73043080	73034958
ENSG00000239607	chr17	73037830	73038102	+	273	RN7SL573P	57.88	73037830	73038102	misc_RNA	1	RN7SL573P	chr17	73037830	73038102
ENSG00000232724	chr17;chr17;chr17;chr17	73070401;73070693;73072534;73073291	73070499;73070931;73072689;73075644	+;+;+;+	2848		58.37	73070401	73075644	unitary_pseudogene	1	ENSG00000232724	chr17	73070401	73075644
ENSG00000170190	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	73083822;73084036;73085033;73086257;73089382;73094133;73096052;73100065;73101975	73083991;73084139;73085399;73086427;73089930;73094276;73096911;73100505;73102257	+;+;+;+;+;+;+;+;+	3089	SLC16A5	56.22	73083822	73102257	protein_coding	1	SLC16A5	chr17	73083822	73102257
ENSG00000206713	chr17	73085957	73086069	-	113		45.13	73085957	73086069	misc_RNA	-1	ENSG00000206713	chr17	73086069	73085957
ENSG00000125449	chr17;chr17;chr17;chr17	73106047;73106558;73110264;73124772	73106474;73106701;73110925;73126360	+;+;+;+	2823	ARMC7	51.99	73106047	73125265	protein_coding	1	ARMC7	chr17	73106047	73126360
ENSG00000125458	chr17	73126320	73127890	-	1571	NT5C	65.69	73126320	73127541	protein_coding	-1	NT5C	chr17	73127890	73126320
ENSG00000189159	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	73131343;73138852;73142761;73143615;73143879;73144624;73145186;73149000;73150437;73164329	73132372;73138868;73142875;73143748;73144073;73144766;73145280;73150338;73150778;73164376	-;-;-;-;-;-;-;-;-;-	3458	HN1	46.27	73131343	73150338	protein_coding	-1	HN1	chr17	73164376	73131343
ENSG00000265800	chr17;chr17	73134511;73137159	73134623;73137445	-;-	400		43.68	73134511	73137445	sense_intronic	-1	ENSG00000265800	chr17	73137445	73134511
ENSG00000263786	chr17;chr17	73141356;73142547	73141977;73142641	-;-	717		44.17	73141356	73142641	sense_intronic	-1	ENSG00000263786	chr17	73142641	73141356
ENSG00000252042	chr17	73141765	73141857	+	93		43.01	73141765	73141857	misc_RNA	1	ENSG00000252042	chr17	73141765	73141857
ENSG00000265242	chr17	73161681	73163344	-	1664		48.68	73161681	73163344	lincRNA	-1	ENSG00000265242	chr17	73163344	73161681
ENSG00000188612	chr17;chr17;chr17;chr17;chr17	73163408;73170847;73177152;73178477;73178909	73164496;73170918;73177283;73178658;73179078	-;-;-;-;-	1645	SUMO2	46.09	73163408	73179078	protein_coding	-1	SUMO2	chr17	73179078	73163408
ENSG00000125450	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	73201754;73204250;73204599;73205918;73208087;73209171;73211849;73212385;73214280;73221198;73221437;73222840;73224043;73227233;73227668;73227923;73228946;73230732;73231517;73231673	73201889;73204520;73204715;73206080;73208157;73209214;73211918;73212460;73214401;73221332;73222252;73223073;73225226;73227518;73227733;73228211;73229253;73231296;73231575;73231853	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5193	NUP85	48.14	73201754	73211870	protein_coding	1	NUP85	chr17	73201754	73231853
ENSG00000125447	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	73232694;73234995;73237481;73238912;73239144;73239528;73240483;73240700;73242590;73242793;73244921;73257629;73258363	73234843;73237138;73238554;73238992;73239339;73239651;73240571;73240798;73242665;73242877;73245089;73257885;73258444	-;-;-;-;-;-;-;-;-;-;-;-;-	6626	GGA3	51.81	73232694	73257681	protein_coding	-1	GGA3	chr17	73258444	73232694
ENSG00000125445	chr17;chr17;chr17;chr17	73257755;73258885;73259421;73261783	73258769;73259370;73260571;73262454	+;+;+;+	3324	MRPS7	50.49	73257755	73260571	protein_coding	1	MRPS7	chr17	73257755	73262454
ENSG00000125457	chr17;chr17;chr17;chr17;chr17;chr17	73262309;73263532;73263827;73265428;73266195;73267024	73263048;73263711;73264273;73265550;73266702;73267308	-;-;-;-;-;-	2283	MIF4GD	55.74	73262309	73267299	protein_coding	-1	MIF4GD	chr17	73267308	73262309
ENSG00000263843	chr17	73267450	73269976	+	2527		60.78	73267450	73269976	antisense	1	ENSG00000263843	chr17	73267450	73269976
ENSG00000125454	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	73269073;73273434;73274233;73279504;73282385;73282714;73284201;73285091	73269720;73273564;73274416;73279674;73282540;73283755;73284672;73285591	-;-;-;-;-;-;-;-	3305	SLC25A19	50.69	73269073	73282804	protein_coding	-1	SLC25A19	chr17	73285591	73269073
ENSG00000177885	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	73314157;73317740;73321979;73322320;73328781;73383571;73389485;73390000;73400922;73401570	73316634;73317908;73322101;73322419;73328878;73383875;73389945;73390114;73401567;73401790	-;-;-;-;-;-;-;-;-;-	4716	GRB2	44.22	73314157	73317834	protein_coding	-1	GRB2	chr17	73401790	73314157
ENSG00000257073	chr17;chr17	73314159;73315039	73315037;73315410	-;-	1251		51.36	73314159	73315410	pseudogene	-1	ENSG00000257073	chr17	73315410	73314159
ENSG00000228007	chr17	73334908	73335228	+	321		45.48	73334908	73335228	processed_pseudogene	1	ENSG00000228007	chr17	73334908	73335228
ENSG00000265987	chr17;chr17	73340486;73369374	73340518;73369743	+;+	403		43.69	73340486	73369743	antisense	1	ENSG00000265987	chr17	73340486	73369743
ENSG00000264853	chr17	73367028	73369817	-	2790		41.47	73367028	73369817	sense_intronic	-1	ENSG00000264853	chr17	73369817	73367028
ENSG00000265342	chr17;chr17	73390204;73390896	73390426;73391044	+;+	372		48.16	73390204	73391044	antisense	1	ENSG00000265342	chr17	73390204	73391044
ENSG00000264511	chr17	73402150	73402243	+	94	MIR3678	44.68	73402150	73402243	miRNA	1	MIR3678	chr17	73402150	73402243
ENSG00000223217	chr17	73405167	73405269	-	103	RNU6-938P	38.83	73405167	73405269	snRNA	-1	RNU6-938P	chr17	73405269	73405167
ENSG00000202332	chr17	73428071	73428168	+	98		44.9	73428071	73428168	misc_RNA	1	ENSG00000202332	chr17	73428071	73428168
ENSG00000177728	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	73437240;73452545;73453375;73455788;73467881;73472579;73481477;73481952;73483359;73484013;73484840;73485347;73485657;73485882;73486139;73486783;73487130;73487384;73487772;73489780;73490708;73490969;73491365;73491623;73492809;73493194;73493862;73494256;73494525;73495343	73437324;73452832;73453766;73455851;73468036;73472824;73481861;73482507;73483461;73484215;73484991;73485449;73485743;73485898;73486431;73486839;73487234;73487548;73489674;73489997;73490889;73491115;73491480;73492552;73492888;73493279;73493943;73494404;73495199;73496171	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8854	KIAA0195	51.96	73437240	73482461	protein_coding	1	KIAA0195	chr17	73437240	73496171
ENSG00000265636	chr17	73492726	73492837	+	112		58.93	73492726	73492837	miRNA	1	ENSG00000265636	chr17	73492726	73492837
